Postcode,PopulationCount,HouseholdCount,OutputArea2011Code
TD11 3RE,39,18,S00094822
TD11 3HT,36,14,S00094828
TD6 0DX,18,8,S00095710
TD6 0DZ,13,3,S00095710
TD11 3JD,0,0,S00094843
TD11 3JE,17,7,S00094843
TD11 3JF,51,21,S00094843
TD9 7NF,6,2,S00094939
TD9 7NG,3,1,S00094939
TD2 6PW,18,8,S00095709
TD2 6PH,10,5,S00095709
TD10 6UG,5,2,S00094814
TD10 6UH,32,15,S00094814
TD10 6UJ,25,13,S00094814
TD10 6UN,53,19,S00094814
TD9 0JS,5,3,S00095005
TD11 3RN,39,20,S00094821
TD11 3RP,65,28,S00094821
TD5 8NQ,19,10,S00094950
TD9 9TG,8,3,S00094998
TD9 9TJ,9,3,S00094998
TD9 9TP,4,1,S00094998
TD9 9TW,1,1,S00094998
TD2 6PZ,10,4,S00094898
TD2 6QA,17,6,S00094898
TD2 6QB,0,0,S00094898
TD2 6RF,4,2,S00094898
TD2 6RG,4,1,S00094898
TD2 6PF,25,10,S00094898
TD2 6PG,13,7,S00094898
TD9 0JP,2,1,S00095008
TD9 0JR,54,22,S00095008
TD3 6NH,20,7,S00094809
TD3 6NJ,23,7,S00094809
TD3 6NN,12,5,S00094809
TD3 6NQ,19,10,S00094809
TD3 6NW,14,8,S00094809
TD11 3TZ,18,6,S00094823
TD3 6JZ,13,4,S00094805
TD3 6LA,17,8,S00094805
TD3 6LB,0,0,S00094804
TD10 6UR,14,5,S00094812
TD6 9BG,22,9,S00094916
TD6 9BH,56,33,S00094916
TD6 0DY,34,14,S00095613
TD6 0EA,22,12,S00095613
TD6 0EB,12,6,S00095613
TD6 0ED,4,3,S00095613
TD6 0EE,6,3,S00095613
TD9 7NB,8,4,S00094981
TD9 7NE,7,2,S00094981
TD11 3QX,9,5,S00095699
TD11 3RW,35,16,S00094820
TD11 3RS,34,12,S00094820
TD4 6AJ,23,8,S00094906
TD14 5JL,5,2,S00094860
TD15 1TH,20,10,S00095703
TD14 5JP,77,25,S00094862
TD14 5JR,6,4,S00094862
TD11 3RH,3,1,S00094824
TD4 6AB,12,6,S00094905
TD4 6AD,75,33,S00094905
TD5 8LT,5,2,S00094947
TD5 8LR,23,16,S00094950
TD9 8LX,13,4,S00095151
TD9 8EJ,36,18,S00095082
TD1 2LE,108,37,S00095342
TD9 8EF,31,13,S00095071
TD9 8EG,23,9,S00095071
TD9 8EH,55,23,S00095080
TD1 2LF,85,36,S00095341
TD1 2LG,86,64,S00095322
TD9 8AS,0,0,S00095076
TD9 8AW,7,3,S00095074
TD12 4DW,65,36,S00095502
TD12 4DT,86,41,S00095494
TD12 4DU,67,32,S00095494
TD9 8BB,30,15,S00095069
TD9 8BD,7,5,S00095069
TD9 7QJ,142,61,S00095061
TD12 4DR,30,13,S00095819
TD12 4DZ,6,4,S00095496
TD9 8BQ,28,13,S00095751
TD9 7QP,54,24,S00095748
TD9 7QH,102,46,S00095744
TD9 7QG,34,13,S00095060
TD9 8AZ,27,19,S00095068
TD9 8AY,33,24,S00095067
TD12 4DP,18,8,S00095498
TD9 7QL,79,38,S00095747
TD9 7QQ,37,20,S00095747
TD9 7QF,10,4,S00095745
TD9 7QN,57,28,S00095745
TD12 4DX,53,29,S00095495
TD12 4DY,29,18,S00095495
TD13 5JW,10,4,S00094855
TD13 5XA,9,3,S00094855
TD13 5XB,18,9,S00094855
TD13 5XR,45,19,S00094855
TD1 1JJ,88,49,S00095271
TD7 4LT,31,13,S00095197
TD6 9SP,58,24,S00095260
TD11 3HP,30,25,S00095531
TD5 7SL,4,3,S00095387
TD5 7SN,23,10,S00095387
TD8 6PT,1,1,S00095620
TD8 6PW,7,5,S00095620
TD6 0DG,16,6,S00095765
TD6 0DQ,39,17,S00095765
TD6 0DS,23,14,S00095765
TD12 4LS,1,1,S00094849
TD7 4AP,18,8,S00095189
TD10 6XA,44,21,S00095510
TD2 6QD,93,41,S00095515
TD5 7SP,13,9,S00095388
TD12 4JD,13,6,S00094847
TD12 4JE,11,4,S00094847
TD1 3JN,35,22,S00095351
TD1 1RA,19,6,S00095302
TD14 5QQ,2,1,S00095558
TD14 5QS,7,3,S00095558
TD7 4AA,7,5,S00095184
TD7 4AB,11,5,S00095184
TD7 4AD,8,3,S00095184
TD6 0QP,0,0,S00095773
TD14 5SB,41,22,S00095569
TD14 5JG,34,30,S00095577
TD6 0QQ,31,22,S00095249
TD11 3UD,9,3,S00095550
TD11 3UL,33,12,S00095550
TD11 3UP,28,12,S00095550
TD11 3UR,33,11,S00095550
TD6 0RZ,0,0,S00095775
TD5 8PF,11,6,S00095241
TD5 8PH,19,10,S00095241
TD5 8PJ,7,5,S00095241
TD5 8PL,42,25,S00095241
TD1 1JN,86,45,S00095272
TD11 3HJ,9,5,S00095541
TD6 9SZ,65,26,S00095650
TD11 3UT,106,41,S00095546
TD11 3UU,50,18,S00095546
TD5 7SG,42,18,S00095801
TD1 3JE,61,29,S00095785
TD1 3JF,27,12,S00095785
TD12 4EU,29,16,S00094850
TD12 4EY,12,4,S00094850
TD8 6NQ,3,2,S00094968
TD8 6EF,1,0,S00095160
TD7 4LU,24,13,S00095196
TD7 4LZ,41,19,S00095196
TD12 4EA,70,25,S00095496
TD12 4EB,123,47,S00095496
TD4 6EL,16,10,S00095431
TD14 5QT,63,29,S00095557
TD14 5QX,22,10,S00095557
TD7 4AW,35,13,S00095187
TD7 4BJ,7,3,S00095187
TD1 1RN,13,4,S00095309
TD1 1QZ,68,35,S00095309
TD6 9SN,12,7,S00095264
TD6 9SR,32,18,S00095264
TD1 3JQ,19,5,S00095345
TD1 3JS,32,13,S00095345
TD1 3JL,24,13,S00095350
TD8 6EW,12,11,S00095159
TD9 0JQ,4,4,S00095132
TD7 4BL,19,11,S00095185
TD5 7EF,19,11,S00095376
TD5 7EH,25,11,S00095376
TD11 3HN,146,65,S00095823
TD1 3JP,14,10,S00095349
TD1 3JR,25,11,S00095349
TD1 1JP,43,24,S00095279
TD1 1JR,69,25,S00095279
TD1 1JH,37,18,S00095273
TD1 1JL,41,20,S00095273
TD1 1JQ,31,14,S00095273
TD6 0QN,17,6,S00095645
TD6 9ST,23,12,S00095261
TD2 6RL,4,3,S00095517
TD8 6ET,8,8,S00095169
TD8 6EU,9,6,S00095169
TD11 3UX,26,14,S00095549
TD11 3UZ,23,10,S00095549
TD11 3HL,111,41,S00095543
TD2 6QN,14,7,S00095521
TD5 7DY,46,24,S00095374
TD8 6EN,2,1,S00095636
TD8 6EP,3,2,S00095636
TD8 6ER,21,0,S00095636
TD8 6ES,11,4,S00095636
TD7 4LL,14,7,S00095201
TD1 1BA,38,21,S00095286
TD1 1BD,1,1,S00095286
TD4 6EQ,16,10,S00095426
TD2 6QE,63,36,S00095518
TD2 6QH,39,21,S00095518
TD2 6RQ,39,18,S00095518
TD7 4LN,14,8,S00095203
TD7 4LQ,14,7,S00095203
TD7 4BA,6,2,S00095191
TD7 4LP,35,17,S00095199
TD14 5RA,62,28,S00095560
TD12 4BG,15,7,S00095680
TD9 0JG,57,28,S00095140
TD4 6ER,7,2,S00095428
TD6 0BJ,8,3,S00095247
TD6 0BS,10,4,S00095247
TD7 4LY,14,6,S00095190
TD7 4AS,48,22,S00095190
TD7 4AT,53,24,S00095190
TD4 6FA,0,0,S00095424
TD8 6NS,0,0,S00095721
TD7 4LR,50,25,S00095200
TD1 1RP,86,55,S00095306
TD6 9SQ,50,23,S00095262
TD6 9SS,34,9,S00095262
TD6 9SX,27,11,S00095262
TD1 3JG,32,0,S00095346
TD1 3JH,35,14,S00095346
TD1 3JJ,93,55,S00095347
TD6 0BN,35,19,S00095246
TD1 1BH,0,0,S00095287
TD4 6GZ,0,0,S00095434
TD11 3UW,33,12,S00095551
TD7 4BF,4,2,S00095206
TD11 3UG,46,16,S00095552
TD11 3UQ,29,11,S00095552
TD4 6EN,47,16,S00095430
TD4 6EW,31,13,S00095430
TD7 4LS,27,17,S00095188
TD7 4LX,20,9,S00095188
TD7 4AQ,38,21,S00095188
TD14 5JH,22,10,S00095570
TD2 6RJ,27,21,S00095684
TD10 6XB,42,14,S00095509
TD5 7DU,85,54,S00095798
TD5 7DQ,12,7,S00095398
TD5 8HW,17,6,S00094963
TD11 3PX,36,15,S00094832
TD11 3QA,47,21,S00094832
TD1 3RZ,54,24,S00095792
TD1 3SA,24,12,S00095792
TD1 1QY,122,58,S00095784
TD9 7NR,36,4,S00094982
TD9 7NT,7,4,S00094982
TD9 7NU,19,6,S00094982
TD9 7NX,2,1,S00094982
TD9 7NY,13,7,S00094982
TD9 7PE,6,2,S00094982
TD9 7LH,16,6,S00094982
TD9 7LJ,4,2,S00094982
TD9 7LL,8,4,S00094982
TD9 7LN,23,11,S00094982
TD9 7LQ,2,1,S00094982
TD9 7NP,16,7,S00094982
TD8 6QP,9,4,S00094971
TD5 7LW,88,41,S00095393
TD11 3BH,48,19,S00095597
TD11 3BJ,27,18,S00095597
TD5 8JP,38,16,S00095617
TD5 8JU,25,12,S00095617
TD5 8LB,14,7,S00095617
TD11 3BL,50,44,S00095529
TD8 6QN,11,5,S00095170
TD1 3SD,171,68,S00095791
TD6 9JH,16,4,S00094911
TD6 0RJ,8,3,S00095713
TD6 0RN,5,1,S00095713
TD9 7HY,57,22,S00095048
TD5 8HQ,22,8,S00094961
TD9 9QT,0,0,S00095109
TD9 9QU,41,29,S00095109
TD1 1TZ,8,3,S00094880
TD5 8QJ,2,2,S00094957
TD5 8QR,11,8,S00094957
TD11 3BZ,6,5,S00095539
TD11 3DB,8,5,S00095539
TD11 3DD,3,2,S00095539
TD11 3DL,29,10,S00095539
TD11 3DN,55,26,S00095539
TD11 3DP,23,14,S00095539
TD11 3BQ,111,43,S00095532
TD6 0SY,5,4,S00094924
TD9 8LS,2,1,S00094989
TD15 1XW,16,9,S00094872
TD1 1PY,0,0,S00095302
TD1 1QP,36,12,S00095302
TD1 1QR,38,18,S00095302
TD9 8LL,17,9,S00094988
TD9 8LW,5,3,S00094988
TD6 9EJ,38,17,S00094915
TD6 9EL,11,5,S00094915
TD6 9EN,4,1,S00094915
TD6 9ER,27,14,S00094915
TD6 9HF,19,7,S00094915
TD6 9HG,7,5,S00094915
TD6 9HQ,10,4,S00094915
TD6 9HU,3,2,S00094915
TD5 7NF,73,27,S00095380
TD14 5QN,30,12,S00095558
TD1 3RX,54,27,S00095370
TD1 3RY,20,7,S00095370
TD1 3SB,42,20,S00095370
TD7 4NN,21,9,S00094927
TD7 4NU,28,11,S00094927
TD7 4NX,6,3,S00094927
TD7 4NY,59,24,S00094927
TD6 0QS,20,12,S00095248
TD6 0QW,55,22,S00095248
TD3 6LF,22,10,S00094904
TD3 6LG,28,12,S00094904
TD6 9AD,76,34,S00095371
TD6 9AP,5,2,S00095371
TD7 4AE,22,11,S00095184
TD1 2PT,12,4,S00094881
TD1 2PU,7,2,S00094881
TD1 2PH,5,2,S00094881
TD1 2PJ,5,3,S00094881
TD1 2PP,6,3,S00094881
TD1 2PQ,2,1,S00094881
TD1 2QN,38,13,S00095682
TD1 2QS,5,3,S00095682
TD11 3XT,4,2,S00094835
TD11 3YU,5,3,S00094835
TD6 0QT,23,10,S00095249
TD11 3DW,22,13,S00095536
TD6 0QR,37,19,S00095774
TD6 0QU,45,21,S00095774
TD5 8LN,6,2,S00094953
TD5 8LQ,24,11,S00094953
TD5 8LD,25,11,S00094953
TD5 8LE,12,5,S00094953
TD5 8LF,12,7,S00094953
TD5 8LG,32,17,S00094953
TD5 8LH,12,5,S00094953
TD5 8LJ,11,4,S00094953
TD5 8LL,3,2,S00094953
TD11 3DE,19,7,S00095822
TD11 3DH,5,1,S00095822
TD11 3DJ,6,2,S00095822
TD1 1QA,24,11,S00095303
TD5 7LR,59,26,S00095386
TD5 7LU,41,17,S00095386
TD11 3NT,15,8,S00094815
TD11 3NU,4,2,S00094815
TD11 3NX,4,2,S00094815
TD11 3NY,7,4,S00094815
TD11 3PA,7,4,S00094815
TD11 3PB,12,5,S00094815
TD11 3PE,10,6,S00094815
TD7 4QB,52,21,S00094929
TD7 4QD,58,24,S00094929
TD7 4QE,7,3,S00094929
TD5 7TL,19,7,S00094810
TD12 4JH,26,10,S00094848
TD1 2UH,0,0,S00095336
TD6 0EY,12,3,S00094908
TD6 0RH,15,10,S00094908
TD6 0RP,17,7,S00094908
TD6 0RW,3,2,S00094908
TD8 6LA,80,36,S00095176
TD5 7LX,71,35,S00095379
TD10 6XE,76,37,S00095512
TD2 6SB,21,9,S00094903
TD2 6SD,12,4,S00094903
TD2 6SE,6,3,S00094903
TD2 6SF,20,7,S00094903
TD2 6SG,7,3,S00094903
TD2 6RX,9,3,S00094903
TD2 6RY,22,9,S00094903
TD2 6RZ,7,5,S00094903
TD2 6SA,4,2,S00094903
TD5 7NA,46,20,S00095381
TD5 7NB,54,23,S00095381
TD1 2RP,15,7,S00095604
TD5 7SQ,11,7,S00095797
TD7 4QA,6,2,S00094930
TD4 6HX,40,17,S00095431
TD1 3DF,16,9,S00095359
TD1 3DU,4,2,S00095359
TD5 8LU,17,8,S00094947
TD5 8LY,38,14,S00094947
TD5 8ND,4,2,S00094947
TD6 9AE,20,11,S00095373
TD6 9AF,16,7,S00095373
TD6 9AG,22,10,S00095373
TD5 7ND,43,13,S00095383
TD5 7NE,4,2,S00095383
TD9 9QG,14,11,S00095120
TD9 9QQ,41,22,S00095120
TD1 1QT,6,4,S00095309
TD12 4JF,4,2,S00095641
TD12 4JP,10,4,S00095641
TD5 7LY,38,20,S00095385
TD5 7LZ,74,33,S00095385
TD5 8QU,16,7,S00094958
TD5 8QX,31,13,S00094958
TD1 1QU,12,11,S00095305
TD1 1QW,72,30,S00095305
TD1 1QX,42,21,S00095305
TD5 7LT,33,16,S00095392
TD11 3PR,15,7,S00094831
TD11 3PS,11,4,S00094831
TD8 6RY,12,5,S00094979
TD6 0HF,8,3,S00094926
TD6 0HG,17,8,S00094926
TD6 0HH,38,15,S00094926
TD6 0HJ,38,17,S00094926
TD5 8LX,16,7,S00094946
TD5 8NJ,11,6,S00094946
TD5 8NL,1,1,S00094946
TD6 9EF,1,1,S00095270
TD6 9PZ,1,1,S00095270
TD6 0TB,10,3,S00094922
TD1 3SE,14,13,S00095369
TD11 3NZ,28,12,S00094816
TD11 3PD,4,2,S00094816
TD11 3PW,20,10,S00094828
TD11 3BN,12,12,S00095598
TD11 3DG,10,7,S00095598
TD6 9AB,1,1,S00095610
TD1 3SF,21,20,S00095364
TD5 7TB,23,12,S00094942
TD5 7TD,36,16,S00094942
TD5 7TE,18,6,S00094942
TD5 7TG,15,6,S00094942
TD5 8HR,26,12,S00094965
TD7 5DF,4,3,S00095225
TD8 6RW,15,5,S00094970
TD8 6LZ,11,7,S00095621
TD8 6RQ,1,1,S00095621
TD8 6RU,4,2,S00095621
TD8 6RX,24,7,S00095621
TD5 8RG,28,13,S00095240
TD5 8RH,8,6,S00095240
TD7 4NH,19,16,S00095761
TD9 7PF,5,3,S00094980
TD9 7PG,2,1,S00094980
TD9 7PH,32,2,S00094980
TD9 7PJ,8,4,S00094980
TD9 7PL,3,2,S00094980
TD4 6AP,11,5,S00095608
TD4 6AR,28,12,S00095608
TD4 6AS,23,13,S00095608
TD4 6AT,18,7,S00095608
TD4 6AU,15,6,S00095608
TD4 6AN,2,1,S00095608
TD8 6RR,19,8,S00094969
TD5 8LW,17,10,S00094950
TD5 8LP,24,15,S00094950
TD1 3PH,14,6,S00094892
TD1 3PJ,4,2,S00094892
TD1 3PL,2,1,S00094892
TD1 3PN,4,1,S00094892
TD1 3PQ,2,1,S00094892
TD1 3NZ,9,4,S00094892
TD1 3PA,28,10,S00094892
TD1 3PB,12,5,S00094892
TD1 3PD,5,3,S00094892
TD1 3PE,6,4,S00094892
TD1 3PF,0,0,S00094892
TD1 3PG,17,6,S00094892
TD9 9QP,29,18,S00095108
TD9 9QR,6,3,S00095108
TD9 0NB,1,1,S00095002
TD6 9AH,18,14,S00095372
TD6 9AN,3,2,S00095372
TD2 6SH,32,10,S00094809
TD5 7SZ,10,5,S00094945
TD7 4NQ,39,39,S00095199
TD11 3PT,21,9,S00094837
TD11 3PU,35,16,S00094837
TD4 6BB,55,18,S00094805
TD6 9EQ,35,30,S00095269
TD6 9PU,2,1,S00095269
TD5 7LS,33,13,S00095384
TD9 8JS,34,17,S00094984
TD9 8JT,14,9,S00094984
TD9 8JU,20,9,S00094984
TD9 8JX,17,6,S00094984
TD1 2UE,86,39,S00095320
TD1 2QP,20,10,S00095506
TD1 2QR,17,8,S00095506
TD1 2QT,48,20,S00095506
TD6 9HE,19,9,S00094916
TD6 9HT,29,12,S00094916
TD1 2UD,32,26,S00095656
TD9 8LF,7,2,S00094995
TD9 8LG,27,11,S00094995
TD9 8LQ,3,1,S00094995
TD9 9QS,6,4,S00095630
TD9 7LP,9,4,S00094981
TD9 7LR,2,1,S00094981
TD9 7LS,20,8,S00094981
TD9 7LT,4,2,S00094981
TD9 7LU,21,9,S00094981
TD9 7LW,4,2,S00094981
TD9 7LX,9,6,S00094981
TD11 3BG,42,25,S00095538
TD11 3BX,13,4,S00095538
TD11 3DQ,22,13,S00095538
TD6 9HX,43,20,S00094913
TD1 3RT,2,1,S00095365
TD1 3RU,0,0,S00095365
TD1 3RW,23,11,S00095365
TD5 7SU,30,11,S00095716
TD5 7SX,24,12,S00095716
TD4 6AX,0,0,S00094907
TD4 6AZ,35,13,S00094907
TD4 6BA,27,11,S00094907
TD4 6BE,2,1,S00094907
TD4 6BG,10,3,S00094907
TD6 9PW,2,1,S00095267
TD11 3DY,23,13,S00095537
TD11 3DX,39,15,S00095599
TD9 8JW,8,2,S00094985
TD4 6HN,15,8,S00095434
TD4 6HR,5,4,S00095434
TD4 6HW,7,3,S00095434
TD4 6HE,4,3,S00095427
TD5 8JR,96,46,S00094952
TD5 8JS,16,8,S00094952
TD5 8JT,8,4,S00094952
TD7 4NP,14,6,S00094928
TD7 4NR,6,3,S00094928
TD7 4PY,3,1,S00094928
TD7 4PZ,36,12,S00094928
TD7 4NS,4,3,S00094928
TD7 4NT,21,8,S00094928
TD7 4NW,9,4,S00094928
TD7 4NZ,17,7,S00094928
TD10 6XD,13,7,S00095513
TD5 7SY,44,20,S00094941
TD1 3DX,70,42,S00095357
TD1 1UE,15,6,S00094878
TD1 1UF,7,4,S00094878
TD1 1TE,3,2,S00094878
TD1 1TJ,13,6,S00094878
TD1 1TL,7,3,S00094878
TD1 1TN,16,6,S00094878
TD1 1TP,4,1,S00094878
TD1 1TR,1,1,S00094878
TD1 1TW,23,6,S00094878
TD3 6LH,7,6,S00094806
TD5 8PS,18,8,S00094960
TD5 8PU,10,5,S00094960
TD1 2UF,7,3,S00095319
TD1 1LJ,80,28,S00094879
TD6 9EP,32,13,S00094912
TD6 9JN,5,2,S00094912
TD1 2PS,21,11,S00094882
TD1 2PR,48,20,S00094882
TD6 0SZ,107,44,S00094923
TD5 7TA,50,23,S00094943
TD5 7TF,6,2,S00094943
TD5 7TJ,50,20,S00094943
TD5 8NG,11,7,S00094951
TD5 8NH,33,18,S00094951
TD1 3PP,23,13,S00094893
TD6 9JR,20,8,S00094914
TD6 9JS,2,2,S00094914
TD6 9JT,20,8,S00094914
TD13 5YE,10,4,S00094855
TD1 1JD,18,11,S00095281
TD1 1JF,8,4,S00095281
TD3 6JL,14,6,S00094808
TD1 1JG,78,32,S00095282
TD1 1LD,37,13,S00095275
TD12 4EE,0,0,S00095500
TD12 4EQ,0,0,S00095500
TD1 1LA,36,14,S00095274
TD1 1LB,84,30,S00095274
TD1 1JA,21,14,S00095779
TD12 4EP,2,1,S00095501
TD12 4ER,6,3,S00095501
TD12 4EW,9,3,S00095501
TD1 1JY,35,15,S00095277
TD1 1JZ,32,14,S00095277
TD8 6TS,58,27,S00094972
TD3 6ER,4,1,S00094807
TD10 6YW,17,7,S00094813
TD1 1JE,12,7,S00095285
TD12 4NU,64,49,S00095681
TD1 1LL,71,42,S00095280
TD13 5YD,65,35,S00094853
TD8 6TQ,2,1,S00095720
TD1 2QX,6,2,S00095508
TD1 2RE,76,29,S00095508
TD1 2RG,13,6,S00095508
TD7 5BW,4,3,S00095232
TD11 3QB,16,7,S00094832
TD9 7JY,111,59,S00095686
TD9 8HW,22,12,S00095074
TD12 4AP,31,16,S00095502
TD12 4AR,3,2,S00095502
TD5 8JQ,33,17,S00095251
TD8 6QJ,11,4,S00095170
TD8 6QL,3,1,S00095170
TD8 6TW,38,19,S00095718
TD9 8HZ,18,10,S00095072
TD1 2DJ,15,8,S00095327
TD1 2DL,80,46,S00095327
TD9 7HZ,40,17,S00095046
TD9 7JA,14,6,S00095046
TD9 7JB,31,15,S00095046
TD9 7JD,33,13,S00095046
TD9 7JJ,13,7,S00095046
TD11 3YF,14,9,S00095553
TD11 3YG,19,9,S00095553
TD6 0ET,27,14,S00095244
TD6 0EW,18,5,S00095244
TD8 6DX,75,41,S00095162
TD8 6HL,23,11,S00095162
TD9 0QZ,16,8,S00095045
TD9 0RA,48,22,S00095045
TD9 0RB,21,11,S00095045
TD8 6RZ,19,11,S00095154
TD9 7JE,75,30,S00095047
TD9 7JH,34,16,S00095627
TD9 7JL,1,1,S00095627
TD9 7JQ,1,1,S00095627
TD9 7LG,16,8,S00095627
TD5 7NU,40,17,S00095380
TD9 0QW,18,9,S00095040
TD1 1TF,5,2,S00095275
TD7 4AF,6,3,S00095184
TD7 4AG,26,15,S00095184
TD6 9HH,19,7,S00095773
TD6 0RT,13,7,S00095773
TD1 2QW,33,12,S00095682
TD8 6QQ,2,0,S00095639
TD8 6RT,12,6,S00095639
TD8 6LF,19,10,S00095639
TD8 6LG,20,9,S00095639
TD8 6LH,12,7,S00095639
TD8 6LQ,26,11,S00095639
TD5 7NW,172,71,S00095693
TD8 6HN,45,24,S00095165
TD8 6HS,41,24,S00095165
TD8 6HW,9,3,S00095165
TD5 7DN,12,10,S00095830
TD6 0RS,0,0,S00095775
TD8 6LB,159,64,S00095174
TD8 6LD,73,42,S00095173
TD8 6LE,25,13,S00095173
TD1 2DR,9,4,S00095336
TD1 2DS,68,28,S00095336
TD1 2NU,4,1,S00095336
TD1 2NX,8,5,S00095336
TD1 2NY,8,4,S00095336
TD11 3XN,6,4,S00095554
TD11 3XW,29,14,S00095554
TD8 6DZ,10,7,S00095160
TD8 6EB,0,0,S00095160
TD8 6EE,0,0,S00095160
TD8 6LJ,123,53,S00095181
TD12 4BF,14,7,S00095821
TD1 2DW,48,20,S00095657
TD1 3RN,79,30,S00095363
TD9 8LT,8,5,S00095633
TD1 2DN,80,41,S00095328
TD8 6UE,4,2,S00094979
TD9 8HY,104,39,S00095073
TD8 6TU,7,2,S00094973
TD8 6TX,11,6,S00094973
TD8 6TY,24,10,S00094978
TD8 6TZ,21,8,S00094978
TD1 2QY,8,4,S00095507
TD1 2RF,19,10,S00095507
TD1 3RP,1,1,S00095369
TD1 2DP,30,13,S00095339
TD12 4AE,4,2,S00095501
TD12 4AF,4,2,S00095501
TD12 4AT,7,5,S00095501
TD12 4AX,5,3,S00095501
TD1 2DY,27,17,S00095343
TD8 6TT,25,9,S00094972
TD1 1SW,32,11,S00095289
TD7 5DA,25,12,S00095227
TD7 5DB,9,4,S00095227
TD8 6HU,40,35,S00095156
TD7 5BQ,49,23,S00095219
TD5 7TH,79,32,S00095803
TD5 8JF,9,5,S00095252
TD9 8JB,16,6,S00095622
TD9 8JD,27,11,S00095622
TD9 8JE,8,4,S00095622
TD9 8JF,22,10,S00095622
TD9 8JQ,16,4,S00095622
TD2 6NZ,108,39,S00095709
TD12 4BD,23,15,S00095493
TD12 4BE,5,4,S00095493
TD4 6BN,14,7,S00095672
TD9 9TY,1,1,S00094997
TD9 9TZ,5,3,S00094997
TD9 9UA,8,3,S00094997
TD9 9UB,3,1,S00094997
TD9 9UD,3,2,S00094997
TD9 9UG,3,1,S00094997
TD9 9UQ,28,11,S00094997
TD8 6HJ,90,38,S00095169
TD8 6HR,17,8,S00095169
TD9 8HX,62,29,S00095071
TD11 3XP,18,9,S00095549
TD14 5RN,21,10,S00094868
TD14 5RQ,9,3,S00094868
TD14 5RW,12,8,S00094868
TD8 6DT,39,22,S00095637
TD6 0HA,32,16,S00095243
TD9 7JX,38,23,S00095063
TD9 7LA,50,22,S00095063
TD12 4AA,24,13,S00095499
TD12 4AD,10,4,S00095499
TD9 8LB,2,0,S00095628
TD9 8LD,11,6,S00095628
TD1 2EA,116,55,S00095324
TD12 4AH,12,0,S00095504
TD12 4AN,3,3,S00095504
TD9 8JG,7,5,S00094984
TD9 8JP,19,9,S00094984
TD9 8JR,7,3,S00094984
TD12 4BB,33,28,S00095680
TD5 7NX,37,14,S00095714
TD5 7NY,14,6,S00095714
TD1 2QU,7,2,S00095506
TD1 2RL,22,14,S00095506
TD12 4AS,38,21,S00095503
TD11 3XR,38,16,S00095601
TD9 7JS,18,11,S00095066
TD9 7JT,46,11,S00095066
TD9 7JZ,33,18,S00095066
TD1 2ED,55,27,S00095689
TD8 6QG,1,1,S00095171
TD14 5LT,14,7,S00094859
TD1 3RQ,18,9,S00095365
TD9 8JJ,5,3,S00094985
TD9 8JL,13,10,S00094985
TD9 8JN,18,10,S00094985
TD1 2DZ,72,32,S00095326
TD5 8JE,22,12,S00095253
TD5 8HX,20,12,S00095253
TD8 6HE,13,6,S00095168
TD8 6HH,4,2,S00095168
TD8 6HQ,97,36,S00095168
TD12 4AZ,4,2,S00095681
TD12 4BA,2,2,S00095681
TD11 3XQ,12,4,S00095552
TD11 3YQ,14,12,S00095552
TD11 3XU,9,4,S00095555
TD11 3XY,26,16,S00095555
TD11 3XZ,7,2,S00095555
TD11 3YA,6,2,S00095555
TD4 6BJ,61,25,S00095425
TD14 5LU,42,18,S00094860
TD14 5RP,18,10,S00094860
TD1 2DQ,7,4,S00095329
TD1 2EE,21,11,S00095329
TD11 3YD,68,22,S00095548
TD6 0HB,67,26,S00094925
TD6 0HD,7,5,S00094925
TD6 0HE,11,5,S00094925
TD6 9HR,17,6,S00095612
TD1 2RA,36,16,S00095505
TD1 2RB,3,2,S00095505
TD1 2RD,27,9,S00095505
TD1 3BW,46,25,S00095355
TD1 2BW,6,4,S00095315
TD1 2BQ,33,12,S00095315
TD5 7NP,151,58,S00095387
TD1 3BT,38,26,S00095356
TD1 3BU,46,17,S00095356
TD1 3BX,31,18,S00095356
TD11 3LG,25,13,S00094832
TD8 6NW,10,4,S00095620
TD8 6PP,5,2,S00095620
TD8 6PR,11,5,S00095620
TD9 8PJ,3,2,S00094982
TD8 6NX,8,3,S00094971
TD8 6PQ,4,1,S00094971
TD1 1ES,31,30,S00095777
TD1 1ET,25,20,S00095777
TD12 4HJ,2,1,S00094849
TD12 4JA,5,2,S00094849
TD1 2SN,14,6,S00094883
TD1 2SP,11,4,S00094883
TD1 2SW,6,4,S00094883
TD9 0DX,13,6,S00095127
TD1 1DH,22,19,S00095281
TD1 1DQ,6,2,S00095281
TD1 1LN,66,31,S00095281
TD1 3NB,5,3,S00094890
TD1 3ND,30,13,S00094890
TD3 6LN,34,13,S00094808
TD12 4JB,23,11,S00094847
TD9 0EA,6,3,S00095125
TD7 5EE,25,11,S00095231
TD9 0LQ,2,1,S00095003
TD9 8RZ,5,2,S00094989
TD9 8SB,30,13,S00094989
TD8 6BA,15,6,S00095154
TD13 5YY,39,16,S00094852
TD5 7NS,35,2,S00095380
TD1 1HQ,44,27,S00095290
TD1 1HW,33,22,S00095290
TD3 6LQ,19,10,S00094904
TD1 1LR,11,4,S00095275
TD1 1DY,56,36,S00095284
TD1 1DZ,37,25,S00095284
TD1 1EB,9,6,S00095284
TD9 8LZ,12,6,S00095632
TD9 8NA,31,12,S00095632
TD9 8NB,12,5,S00095632
