Datazone2001Code,ScottishIndexofMultipleDeprivation2012Code
S01005219,0825
S01005220,2608
S01005221,4642
S01005222,0827
S01005223,2621
S01005224,5947
S01005225,3407
S01005226,2395
S01005227,0671
S01005228,4783
S01005229,1058
S01005230,3560
S01005231,5680
S01005232,1229
S01005233,0623
S01005234,3858
S01005235,3102
S01005236,2615
S01005237,5759
S01005238,3349
S01005239,0577
S01005240,0495
S01005241,5690
S01005242,0142
S01005243,0301
S01005244,6011
S01005245,1823
S01005246,0247
S01005247,0001
S01005248,0810
S01005249,1641
S01005250,0713
S01005251,0429
S01005252,0755
S01005253,3887
S01005254,2881
S01005255,0061
S01005256,4857
S01005257,3992
S01005258,5461
S01005259,0434
S01005260,0349
S01005261,0100
S01005262,3159
S01005263,0023
S01005264,1837
S01005265,0004
S01005266,1175
S01005267,1856
S01005268,0364
S01005269,2780
S01005270,4862
S01005271,5703
S01005272,0008
S01005273,4257
S01005274,0501
S01005275,0703
S01005276,1016
S01005277,3511
S01005278,1776
S01005279,5781
S01005280,0699
S01005281,2345
S01005282,0718
S01005283,5479
S01005284,0239
S01005285,3609
S01005286,6048
S01005287,2254
S01005288,0612
S01005289,1547
S01005290,2882
S01005291,5275
S01005292,0378
S01005293,1036
S01005294,6111
S01005295,2136
S01005296,5938
S01005297,4714
S01005298,5206
S01005299,5376
S01005300,5657
S01005301,5819
S01005302,1949
S01005303,3282
S01005304,4913
S01005305,2599
S01005306,5621
S01005307,6149
S01005308,0413
S01005309,2233
S01005310,1853
S01005311,4448
S01005312,3490
S01005313,4333
S01005314,6378
S01005315,0527
S01005316,4996
S01005317,5084
S01005318,2994
S01005319,5480
S01005320,4012
S01005321,3304
S01005322,2992
S01005323,2470
S01005324,1747
S01005325,2842
S01005326,0453
S01005327,1877
S01005328,0676
S01005329,4118
S01005330,1566
S01005331,0864
S01005332,3847
S01005333,5115
S01005334,4682
S01005335,5320
S01005336,4308
S01005337,5715
S01005338,5668
S01005339,3120
S01005340,5675
S01005341,3078
S01005342,2946
S01005343,6061
S01005344,3458
S01005345,6036
S01005346,5501
S01005347,5559
S01005348,3099
S01005349,5118
S01005350,6139
S01005351,3356
S01005352,3009
S01005353,2761
S01005354,5936
S01005355,2983
S01005356,5840
S01005357,2739
S01005358,3298
S01005359,5842
S01005360,5696
S01005361,5645
S01005362,4122
S01005363,3616
S01005364,3719
S01005365,3737
S01005366,5170
S01005367,1653
S01005368,1860
S01005369,1012
S01005370,3851
S01005371,5116
S01005372,2464
S01005373,1639
S01005374,2329
S01005375,3164
S01005376,3101
S01005377,1970
S01005378,0607
S01005379,2709
S01005380,1199
S01005381,0694
S01005382,0279
S01005383,4121
S01005384,5070
S01005385,4573
S01005386,5008
S01005387,3403
S01005388,3352
S01005389,2838
S01005390,3241
S01005391,4590
S01005392,3481
S01005393,4489
S01005394,4053
S01005395,4707
S01005396,3921
S01005397,3584
S01005398,5843
S01005399,2837
S01005400,1305
S01005401,4087
S01005402,4179
S01005403,2877
S01005404,4612
S01005405,4956
S01005406,4006
S01005407,4293
S01005408,2575
S01005409,4472
S01005410,4366
S01005411,4712
S01005412,4533
S01005413,2807
S01005414,4549
S01005415,4847
S01005416,2188
S01005417,3347
S01005418,4719
S01005419,3827
S01005420,4340
S01005421,3059
S01005422,4971
S01005423,4930
S01005424,4092
S01005425,0487
S01005426,0481
S01005427,1596
S01005428,1669
S01005429,1770
S01005430,4674
S01005431,1681
S01005432,3778
S01005433,2578
S01005434,2229
S01005435,4071
S01005436,3104
S01005437,3588
S01005438,2886
S01005439,2671
S01005440,4353
S01005441,2916
S01005442,4854
S01005443,4624
S01005444,3756
S01005445,5586
S01005446,3496
S01005447,4638
S01005448,5270
S01005449,4611
S01005450,3200
S01005451,4687
S01005452,5998
S01005453,4313
S01005454,5094
S01005455,3530
S01005456,5805
S01005457,2657
S01005458,2493
S01005459,4580
S01005460,3728
S01005461,3325
S01005462,4016
S01005463,4047
S01005464,3128
S01005465,5851
S01005466,4541
S01005467,5486
S01005468,4952
S01005469,3534
S01005470,5560
S01005471,5612
S01005472,4216
S01005473,4393
S01005474,2628
S01005475,3650
S01005476,4968
S01005477,4922
S01005478,3478
S01005479,3324
S01005480,4354
S01005481,2781
S01005482,4450
S01005483,3483
S01005484,4230
S01005485,2396
S01005486,2654
S01005487,2097
S01005488,2378
S01005489,3360
S01005490,5004
S01005491,3318
S01005492,3962
S01005493,4321
S01005494,4125
S01005495,4127
S01005496,4480
S01005497,5507
S01005498,4008
S01005499,2447
S01005500,4670
S01005501,3779
S01005502,3807
S01005503,4221
S01005504,4664
S01005505,3354
S01005506,4011
S01005507,2989
S01005508,2688
S01005509,4914
S01005510,5253
S01005511,4648
S01005512,3837
S01005513,4050
S01005514,3892
S01005515,5087
S01005516,3738
S01005517,2872
S01005518,4463
S01005519,3326
S01005520,3181
S01005521,3385
S01005522,2673
S01005523,3049
S01005524,2507
S01005525,2808
S01005526,0794
S01005527,0632
S01005528,1525
S01005529,1995
S01005530,0938
S01005531,2965
S01005532,2387
S01005533,2185
S01005534,2631
S01005535,2160
S01005536,3487
S01005537,2318
S01005538,3592
S01005539,2725
S01005540,1169
S01005541,1736
S01005542,2811
S01005543,2079
S01005544,2085
S01005545,3853
S01005546,3320
S01005547,2679
S01005548,3116
S01005549,3134
S01005550,5962
S01005551,5139
S01005552,5708
S01005553,6252
S01005554,5447
S01005555,5313
S01005556,5014
S01005557,2256
S01005558,5211
S01005559,1052
S01005560,1318
S01005561,4928
S01005562,5230
S01005563,1781
S01005564,6145
S01005565,5365
S01005566,1561
S01005567,1678
S01005568,3938
S01005569,5473
S01005570,3472
S01005571,5524
S01005572,5879
S01005573,2644
S01005574,2840
S01005575,5585
S01005576,4064
S01005577,5054
S01005578,2683
S01005579,4268
S01005580,5244
S01005581,2478
S01005582,4912
S01005583,5135
S01005584,5803
S01005585,0608
S01005586,1592
S01005587,1955
S01005588,1163
S01005589,0774
S01005590,0059
S01005591,0995
S01005592,0138
S01005593,0751
S01005594,0136
S01005595,0292
S01005596,0749
S01005597,1015
S01005598,0079
S01005599,1319
S01005600,0039
S01005601,2116
S01005602,0431
S01005603,1134
S01005604,0469
S01005605,2744
S01005606,2357
S01005607,4426
S01005608,4563
S01005609,2171
S01005610,4905
S01005611,0116
S01005612,5301
S01005613,2460
S01005614,2241
S01005615,2522
S01005616,3600
S01005617,1984
S01005618,1646
S01005619,5194
S01005620,3688
S01005621,2289
S01005622,4592
S01005623,2454
S01005624,6191
S01005625,5265
S01005626,2420
S01005627,4647
S01005628,1371
S01005629,6005
S01005630,3970
S01005631,2519
S01005632,3983
S01005633,2061
S01005634,5184
S01005635,5973
S01005636,5356
S01005637,3227
S01005638,5220
S01005639,1514
S01005640,3869
S01005641,2678
S01005642,5641
S01005643,5483
S01005644,6029
S01005645,6034
S01005646,2474
S01005647,4950
S01005648,2722
S01005649,1939
S01005650,1642
S01005651,1453
S01005652,4309
S01005653,2778
S01005654,3422
S01005655,4940
S01005656,0770
S01005657,3783
S01005658,5717
S01005659,6144
S01005660,2367
S01005661,5426
S01005662,5798
S01005663,5412
S01005664,6100
S01005665,5676
S01005666,2359
S01005667,3754
S01005668,2876
S01005669,2923
S01005670,2309
S01005671,3459
S01005672,0895
S01005673,4748
S01005674,2601
S01005675,0462
S01005676,1408
S01005677,3989
S01005678,4641
S01005679,2011
S01005680,3125
S01005681,5126
S01005682,6348
S01005683,0383
S01005684,2100
S01005685,4599
S01005686,3606
S01005687,4575
S01005688,4581
S01005689,5245
S01005690,4178
S01005691,3805
S01005692,3086
S01005693,5413
S01005694,1165
S01005695,1835
S01005696,2537
S01005697,1024
S01005698,4184
S01005699,2130
S01005700,3731
S01005701,1009
S01005702,1746
S01005703,5829
S01005704,1805
S01005705,3527
S01005706,6129
S01005707,1091
S01005708,2701
S01005709,2000
S01005710,4747
S01005711,5852
S01005712,2408
S01005713,4622
S01005714,3430
S01005715,3263
S01005716,6265
S01005717,5568
S01005718,3434
S01005719,6033
S01005720,6354
S01005721,1152
S01005722,5627
S01005723,3821
S01005724,6357
S01005725,3873
S01005726,3179
S01005727,3502
S01005728,2566
S01005729,0887
S01005730,2753
S01005731,2523
S01005732,1909
S01005733,4509
S01005734,4197
S01005735,4678
S01005736,3532
S01005737,1987
S01005738,1530
S01005739,2471
S01005740,3646
S01005741,3654
S01005742,3343
S01005743,5234
S01005744,1731
S01005745,1331
S01005746,3830
S01005747,3471
S01005748,0619
S01005749,4156
S01005750,1869
S01005751,3522
S01005752,0428
S01005753,3008
S01005754,3648
S01005755,0633
S01005756,1354
S01005757,0289
S01005758,2407
S01005759,0518
S01005760,4298
S01005761,5227
S01005762,0584
S01005763,3964
S01005764,0574
S01005765,0961
S01005766,3854
S01005767,5329
S01005768,2027
S01005769,1142
S01005770,1659
S01005771,5863
S01005772,5517
S01005773,5631
S01005774,3293
S01005775,1952
S01005776,4280
S01005777,3372
S01005778,2135
S01005779,4044
S01005780,6014
S01005781,2204
S01005782,1518
S01005783,4192
S01005784,4661
S01005785,5460
S01005786,2795
S01005787,4417
S01005788,2220
S01005789,3871
S01005790,2821
S01005791,4351
S01005792,1565
S01005793,3331
S01005794,4746
S01005795,2015
S01005796,3748
S01005797,5670
S01005798,2533
S01005799,2585
S01005800,2848
S01005801,3112
S01005802,4761
S01005803,2158
S01005804,4672
S01005805,5134
S01005806,1180
S01005807,1801
S01005808,1832
S01005809,3526
S01005810,2839
S01005811,2255
S01005812,4787
S01005813,2791
S01005814,1256
S01005815,2346
S01005816,3397
S01005817,5722
S01005818,6289
S01005819,1321
S01005820,2812
S01005821,3535
S01005822,2929
S01005823,3525
S01005824,6017
S01005825,3133
S01005826,5893
S01005827,4995
S01005828,3025
S01005829,5328
S01005830,1905
S01005831,4342
S01005832,1068
S01005833,2742
S01005834,2227
S01005835,5791
S01005836,6165
S01005837,5809
S01005838,2560
S01005839,4373
S01005840,2940
S01005841,3815
S01005842,2296
S01005843,3955
S01005844,4062
S01005845,5951
S01005846,2280
S01005847,3447
S01005848,1340
S01005849,3095
S01005850,1389
S01005851,2051
S01005852,3702
S01005853,2384
S01005854,1567
S01005855,0531
S01005856,2479
S01005857,1477
S01005858,2129
S01005859,3948
S01005860,1870
S01005861,6080
S01005862,3877
S01005863,3888
S01005864,2651
S01005865,1120
S01005866,4100
S01005867,2766
S01005868,6353
S01005869,0326
S01005870,2143
S01005871,4339
S01005872,4915
S01005873,3578
S01005874,0263
S01005875,4160
S01005876,5775
S01005877,3149
S01005878,5498
S01005879,3845
S01005880,0504
S01005881,1990
S01005882,5530
S01005883,3469
S01005884,5871
S01005885,5977
S01005886,6018
S01005887,4157
S01005888,1848
S01005889,1782
S01005890,5705
S01005891,0595
S01005892,0731
S01005893,2857
S01005894,3384
S01005895,5571
S01005896,5327
S01005897,4390
S01005898,3916
S01005899,1725
S01005900,6070
S01005901,5364
S01005902,5600
S01005903,3005
S01005904,3323
S01005905,4187
S01005906,2108
S01005907,2485
S01005908,2310
S01005909,5059
S01005910,5490
S01005911,3000
S01005912,3143
S01005913,0097
S01005914,1913
S01005915,2793
S01005916,5195
S01005917,0511
S01005918,4077
S01005919,5818
S01005920,2894
S01005921,3087
S01005922,4104
S01005923,3073
S01005924,5724
S01005925,5754
S01005926,3421
S01005927,5779
S01005928,0822
S01005929,2953
S01005930,3792
S01005931,3288
S01005932,0344
S01005933,5538
S01005934,2356
S01005935,3173
S01005936,1322
S01005937,5540
S01005938,1441
S01005939,0468
S01005940,2344
S01005941,5899
S01005942,1402
S01005943,2783
S01005944,2574
S01005945,2622
S01005946,1748
S01005947,0310
S01005948,1666
S01005949,1634
S01005950,1296
S01005951,0597
S01005952,1098
S01005953,3145
S01005954,0766
S01005955,3359
S01005956,1347
S01005957,0492
S01005958,1141
S01005959,0311
S01005960,1605
S01005961,0807
S01005962,1437
S01005963,2009
S01005964,1008
S01005965,0505
S01005966,0747
S01005967,0610
S01005968,3358
S01005969,2826
S01005970,1553
S01005971,2037
S01005972,2675
S01005973,2765
S01005974,1004
S01005975,0743
S01005976,5484
S01005977,2518
S01005978,4690
S01005979,1457
S01005980,5169
S01005981,2606
S01005982,0573
S01005983,4603
S01005984,5449
S01005985,2023
S01005986,5674
S01005987,1286
S01005988,0686
S01005989,5725
S01005990,0130
S01005991,1715
S01005992,0381
S01005993,4696
S01005994,2083
S01005995,0161
S01005996,4939
S01005997,1426
S01005998,0031
S01005999,5175
S01006000,0358
S01006001,3390
S01006002,1871
S01006003,1119
S01006004,4720
S01006005,1800
S01006006,5056
S01006007,0493
S01006008,0522
S01006009,4410
S01006010,6235
S01006011,1043
S01006012,0490
S01006013,6386
S01006014,1007
S01006015,5838
S01006016,5895
S01006017,2042
S01006018,4964
S01006019,2128
S01006020,5968
S01006021,4491
S01006022,1081
S01006023,6418
S01006024,0952
S01006025,2007
S01006026,1673
S01006027,5825
S01006028,4074
S01006029,5297
S01006030,5970
S01006031,2798
S01006032,1535
S01006033,3785
S01006034,0873
S01006035,2827
S01006036,4551
S01006037,3395
S01006038,4555
S01006039,3505
S01006040,0281
S01006041,0624
S01006042,2618
S01006043,3769
S01006044,2810
S01006045,4440
S01006046,3726
S01006047,1442
S01006048,6073
S01006049,2373
S01006050,2497
S01006051,3341
S01006052,5580
S01006053,4383
S01006054,4437
S01006055,4794
S01006056,5969
S01006057,1089
S01006058,0422
S01006059,1158
S01006060,1128
S01006061,0187
S01006062,0397
S01006063,0047
S01006064,0830
S01006065,0721
S01006066,1607
S01006067,5002
S01006068,3878
S01006069,5644
S01006070,5311
S01006071,6047
S01006072,4982
S01006073,5289
S01006074,4698
S01006075,1065
S01006076,1327
S01006077,2331
S01006078,3556
S01006079,2056
S01006080,4708
S01006081,4897
S01006082,1067
S01006083,3957
S01006084,2590
S01006085,4237
S01006086,3414
S01006087,2386
S01006088,5203
S01006089,1926
S01006090,1099
S01006091,5610
S01006092,2194
S01006093,2676
S01006094,2033
S01006095,4397
S01006096,2394
S01006097,1513
S01006098,1499
S01006099,5272
S01006100,0209
S01006101,1683
S01006102,1472
S01006103,4935
S01006104,1697
S01006105,1978
S01006106,2659
S01006107,1836
S01006108,1230
S01006109,4743
S01006110,0684
S01006111,3071
S01006112,4412
S01006113,6035
S01006114,2040
S01006115,4379
S01006116,6187
S01006117,2956
S01006118,4166
S01006119,6150
S01006120,3069
S01006121,1544
S01006122,4822
S01006123,1815
S01006124,0957
S01006125,3856
S01006126,1981
S01006127,5207
S01006128,3329
S01006129,3839
S01006130,0419
S01006131,4945
S01006132,0063
S01006133,5347
S01006134,3852
S01006135,0065
S01006136,0069
S01006137,3311
S01006138,5504
S01006139,1381
S01006140,5053
S01006141,1780
S01006142,5611
S01006143,6228
S01006144,5466
S01006145,4901
S01006146,6398
S01006147,5249
S01006148,4083
S01006149,4282
S01006150,4574
S01006151,5513
S01006152,6255
S01006153,5063
S01006154,6273
S01006155,4824
S01006156,5533
S01006157,3321
S01006158,5786
S01006159,5424
S01006160,6049
S01006161,6206
S01006162,5260
S01006163,4058
S01006164,3222
S01006165,5156
S01006166,5941
S01006167,5710
S01006168,4286
S01006169,5045
S01006170,5231
S01006171,4171
S01006172,4226
S01006173,4172
S01006174,2997
S01006175,3552
S01006176,3370
S01006177,0236
S01006178,2215
S01006179,2801
S01006180,1314
S01006181,0325
S01006182,0979
S01006183,0300
S01006184,2014
S01006185,1859
S01006186,1118
S01006187,0212
S01006188,2214
S01006189,0303
S01006190,2823
S01006191,0923
S01006192,0269
S01006193,0366
S01006194,0734
S01006195,0535
S01006196,2163
S01006197,0756
S01006198,0393
S01006199,1241
S01006200,2311
S01006201,1306
S01006202,0308
S01006203,2718
S01006204,2159
S01006205,2987
S01006206,2544
S01006207,1212
S01006208,1587
S01006209,4584
S01006210,3515
S01006211,1005
S01006212,5539
S01006213,2043
S01006214,2714
S01006215,2672
S01006216,3006
S01006217,1361
S01006218,4671
S01006219,2721
S01006220,4807
S01006221,0971
S01006222,1593
S01006223,4536
S01006224,4565
S01006225,0669
S01006226,4460
S01006227,2931
S01006228,5502
S01006229,0598
S01006230,0322
S01006231,0596
S01006232,5795
S01006233,3274
S01006234,3127
S01006235,3631
S01006236,3456
S01006237,1994
S01006238,3861
S01006239,5267
S01006240,0144
S01006241,1428
S01006242,1973
S01006243,4986
S01006244,2422
S01006245,0412
S01006246,2201
S01006247,2970
S01006248,4113
S01006249,3695
S01006250,0772
S01006251,4394
S01006252,4411
S01006253,0316
S01006254,3365
S01006255,3068
S01006256,0706
S01006257,1930
S01006258,0712
S01006259,1248
S01006260,0104
S01006261,1485
S01006262,1311
S01006263,0983
S01006264,5427
S01006265,2557
S01006266,1283
S01006267,1254
S01006268,2115
S01006269,0915
S01006270,2703
S01006271,0903
S01006272,2352
S01006273,1700
S01006274,1924
S01006275,3138
S01006276,1895
S01006277,3048
S01006278,1160
S01006279,1417
S01006280,0622
S01006281,1377
S01006282,2719
S01006283,1493
S01006284,1865
S01006285,2735
S01006286,2127
S01006287,3432
S01006288,0256
S01006289,3232
S01006290,0592
S01006291,0450
S01006292,4474
S01006293,5388
S01006294,4456
S01006295,3010
S01006296,4910
S01006297,2154
S01006298,3761
S01006299,1039
S01006300,1044
S01006301,0987
S01006302,2737
S01006303,2303
S01006304,0833
S01006305,2915
S01006306,2843
S01006307,2300
S01006308,0928
S01006309,4347
S01006310,4701
S01006311,2828
S01006312,2891
S01006313,2421
S01006314,5935
S01006315,0993
S01006316,2895
S01006317,2060
S01006318,1427
S01006319,1686
S01006320,0783
S01006321,5872
S01006322,5828
S01006323,4651
S01006324,6234
S01006325,1804
S01006326,0591
S01006327,1468
S01006328,1088
S01006329,4245
S01006330,1167
S01006331,4250
S01006332,2010
S01006333,1210
S01006334,2022
S01006335,2475
S01006336,5959
S01006337,6176
S01006338,5646
S01006339,2443
S01006340,3380
S01006341,5361
S01006342,1191
S01006343,1418
S01006344,2078
S01006345,1772
S01006346,3310
S01006347,5537
S01006348,3302
S01006349,1064
S01006350,0599
S01006351,1771
S01006352,1551
S01006353,4222
S01006354,1795
S01006355,1069
S01006356,5654
S01006357,4699
S01006358,1220
S01006359,2835
S01006360,5067
S01006361,2029
S01006362,4679
S01006363,5648
S01006364,3824
S01006365,5638
S01006366,5446
S01006367,3976
S01006368,6101
S01006369,3136
S01006370,4502
S01006371,5286
S01006372,1255
S01006373,3305
S01006374,1632
S01006375,2379
S01006376,3169
S01006377,1635
S01006378,6115
S01006379,4027
S01006380,2165
S01006381,3865
S01006382,2757
S01006383,3351
S01006384,4892
S01006385,1397
S01006386,1461
S01006387,2191
S01006388,0927
S01006389,1647
S01006390,2568
S01006391,5915
S01006392,1336
S01006393,0963
S01006394,1419
S01006395,1825
S01006396,1172
S01006397,3659
S01006398,3278
S01006399,3064
S01006400,4591
S01006401,0980
S01006402,0677
S01006403,2520
S01006404,1662
S01006405,1739
S01006406,0791
S01006407,5439
S01006408,1038
S01006409,3647
S01006410,1124
S01006411,1769
S01006412,1383
S01006413,1488
S01006414,4906
S01006415,3655
S01006416,0440
S01006417,3840
S01006418,1143
S01006419,1615
S01006420,1054
S01006421,4813
S01006422,1385
S01006423,6168
S01006424,1928
S01006425,2028
S01006426,4444
S01006427,2788
S01006428,3202
S01006429,1236
S01006430,5984
S01006431,6225
S01006432,2314
S01006433,2265
S01006434,3658
S01006435,4301
S01006436,1920
S01006437,3950
S01006438,0463
S01006439,1548
S01006440,1359
S01006441,1479
S01006442,2759
S01006443,2551
S01006444,2974
S01006445,2199
S01006446,4015
S01006447,1080
S01006448,5603
S01006449,6237
S01006450,0912
S01006451,1431
S01006452,2270
S01006453,1498
S01006454,5451
S01006455,0668
S01006456,3410
S01006457,3338
S01006458,5266
S01006459,4676
S01006460,3266
S01006461,5016
S01006462,3746
S01006463,2282
S01006464,3513
S01006465,3999
S01006466,4767
S01006467,4045
S01006468,5181
S01006469,4150
S01006470,2237
S01006471,1588
S01006472,1812
S01006473,4619
S01006474,1879
S01006475,1923
S01006476,4067
S01006477,1450
S01006478,2186
S01006479,3027
S01006480,4730
S01006481,3079
S01006482,2945
S01006483,1891
S01006484,1963
S01006485,6106
S01006486,5999
S01006487,1087
S01006488,5034
S01006489,3542
S01006490,6364
S01006491,6330
S01006492,4202
S01006493,3449
S01006494,6267
S01006495,5357
S01006496,3415
S01006497,3529
S01006498,5778
S01006499,5882
S01006500,4318
S01006501,6113
S01006502,6095
S01006503,6271
S01006504,5853
S01006505,6114
