LAU2011Level2Code,LAU2011Level2Name,EurostatLAU2011Level2Code,NRSoldLAU2011Level2Code,LAU2011Level1Code,LAU2011Level1Name,EurostatLAU2011Level1Code,NRSoldLAU2011Level1Code,NUTS2008Level3Code,NUTS2008Level3Name,NRSoldNUTS2008Level3Code,NUTS2008Level2Code,NUTS2008Level2Name,NRSoldNUTS2008Level2Code,NUTS2008Level1Code,NUTS2008Level1Name
S31000928,Midstocket,UKM5001024,5020124.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000929,Queens Cross,UKM5001025,5020125.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000930,Gilcomston,UKM5001026,5020126.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000931,Langstane,UKM5001027,5020127.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000932,Castlehill,UKM5001028,5020128.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000933,Hazlehead,UKM5001029,5020129.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000934,Peterculter,UKM5001030,5020130.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000935,Murtle,UKM5001031,5020131.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000936,Cults,UKM5001032,5020132.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000937,Seafield,UKM5001033,5020133.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000938,Ashley,UKM5001034,5020134.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000939,Broomhill,UKM5001035,5020135.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000940,Garthdee,UKM5001036,5020136.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000941,Gairn,UKM5001037,5020137.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000942,Duthie,UKM5001038,5020138.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000943,Torry,UKM5001039,5020139.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000944,Tullos Hill,UKM5001040,5020140.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000945,Kincorth West,UKM5001041,5020141.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000946,Nigg,UKM5001042,5020142.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000947,Loirston,UKM5001043,5020143.00,S30000026,Aberdeen City,UKM5001,50201.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000948,Durn,UKM5002001,5020201.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000949,Banff West and Boyndie,UKM5002002,5020202.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000950,Banff,UKM5002003,5020203.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000951,Aberchirder,UKM5002004,5020204.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000952,Macduff,UKM5002005,5020205.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000953,Gamrie-King Edward,UKM5002006,5020206.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000954,Buchan North,UKM5002007,5020207.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000955,Fraserburgh West,UKM5002008,5020208.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000956,Fraserburgh North,UKM5002009,5020209.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000957,Fraserburgh East,UKM5002010,5020210.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000958,Fraserburgh South,UKM5002011,5020211.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000959,Buchan North East,UKM5002012,5020212.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000960,South Buchan,UKM5002013,5020213.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000961,Central Buchan,UKM5002014,5020214.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000962,Lonmay and St Fergus,UKM5002015,5020215.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000963,Mintlaw-Old Deer,UKM5002016,5020216.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000964,Mintlaw-Longside,UKM5002017,5020217.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000965,Boddam-Inverugie,UKM5002018,5020218.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000966,Blackhouse,UKM5002019,5020219.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000967,Buchanhaven,UKM5002020,5020220.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000968,Peterhead Central-Roanheads,UKM5002021,5020221.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000969,Clerkhill,UKM5002022,5020222.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000970,Dales-Towerhill,UKM5002023,5020223.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000971,Cruden,UKM5002024,5020224.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000972,Turriff West,UKM5002025,5020225.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000973,Turriff East,UKM5002026,5020226.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000974,Upper Ythan,UKM5002027,5020227.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000975,Fyvie-Methlick,UKM5002028,5020228.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000976,Tarves,UKM5002029,5020229.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000977,Ythan,UKM5002030,5020230.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000978,Ellon Town,UKM5002031,5020231.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000979,Logie Buchan,UKM5002032,5020232.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000980,Meldrum,UKM5002033,5020233.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000981,Udny-Slains,UKM5002034,5020234.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000982,Belhelvie,UKM5002035,5020235.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000983,Insch,UKM5002036,5020236.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000984,Chapel and Gadie,UKM5002037,5020237.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000985,Inverurie North,UKM5002038,5020238.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000986,Inverurie Central,UKM5002039,5020239.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000987,Inverurie South and Port Elphinstone,UKM5002040,5020240.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000988,Kintore and Keithhall,UKM5002041,5020241.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000989,Newmachar and Fintray,UKM5002042,5020242.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000990,Kemnay,UKM5002043,5020243.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000991,Echt,UKM5002044,5020244.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000992,Kinellar and Westhill North,UKM5002045,5020245.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000993,Westhill Central,UKM5002046,5020246.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000994,Elrick,UKM5002047,5020247.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000995,Huntly West,UKM5002048,5020248.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000996,Huntly East,UKM5002049,5020249.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000997,Strathbogie,UKM5002050,5020250.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000998,Donside and Cromar,UKM5002051,5020251.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31000999,Alford,UKM5002052,5020252.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001000,Upper Deeside,UKM5002053,5020253.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001001,Aboyne,UKM5002054,5020254.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001002,Mid Deeside,UKM5002055,5020255.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001003,Banchory West,UKM5002056,5020256.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001004,Banchory East and Crathes,UKM5002057,5020257.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001005,Lower Deeside,UKM5002058,5020258.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001006,Portlethen North,UKM5002059,5020259.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001007,Portlethen South,UKM5002060,5020260.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001008,Newtonhill, Muchalls and Cammachmore,UKM5002061,5020261.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001009,Stonehaven North and Fetteresso,UKM5002062,5020262.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001010,Stonehaven Central,UKM5002063,5020263.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001011,Stonehaven South,UKM5002064,5020264.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001012,Mearns North,UKM5002065,5020265.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001013,Mearns Central,UKM5002066,5020266.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001014,Inverbervie, Gourdon and Johnshaven,UKM5002067,5020267.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001015,Mearns South,UKM5002068,5020268.00,S30000027,Aberdeenshire,UKM5002,50202.00,UKM50,Aberdeen City and Aberdeenshire,502.00,UKM5,North Eastern Scotland,5.00,UKM,Scotland
S31001016,Lochbroom,UKM6101001,6183002.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001017,Alness and Ardross,UKM6101002,6183003.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001018,Tain West,UKM6101003,6183004.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001019,Tain East,UKM6101004,6183005.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001020,Seaboard,UKM6101005,6183006.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001021,Invergordon,UKM6101006,6183007.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001022,Rosskeen and Saltburn,UKM6101007,6183008.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001023,Gairloch,UKM6101008,6183009.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001024,Lochcarron,UKM6101009,6183010.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001025,Ferindonald,UKM6101010,6183011.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001026,Strathpeffer and Strathconon,UKM6101011,6183012.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001027,Dingwall South,UKM6101012,6183013.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001028,Dingwall North,UKM6101013,6183014.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001029,Muir of Ord,UKM6101014,6183015.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001030,Conon and Maryburgh,UKM6101015,6183016.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001031,Knockbain and Killearnan,UKM6101016,6183017.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001032,Black Isle North,UKM6101017,6183018.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001033,Avoch Fortrose,UKM6101018,6183019.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001034,Beauly and Strathglass,UKM6101019,6183020.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001035,Dornoch Firth,UKM6101020,6183001.00,S30000028,Ross and Cromarty,UKM6101,61830.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001036,Caithness North West,UKM6102001,6182901.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001037,Thurso West,UKM6102002,6182902.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001038,Thurso Central,UKM6102003,6182903.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001039,Thurso East,UKM6102004,6182904.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001040,Caithness Central,UKM6102005,6182905.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001041,Caithness North East,UKM6102006,6182906.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001042,Wick,UKM6102007,6182907.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001043,Wick West,UKM6102008,6182908.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001044,Pulteneytown,UKM6102009,6182909.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001045,Caithness South East,UKM6102010,6182910.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001046,Sutherland North West,UKM6102011,6182911.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001047,Tongue and Farr,UKM6102012,6182912.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001048,Sutherland Central,UKM6102013,6182913.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001049,Golspie and Rogart,UKM6102014,6182914.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001050,Brora,UKM6102015,6182915.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001051,Dornoch Firth,UKM6102016,6182916.00,S30000029,Caithness and Sutherland,UKM6102,61829.00,UKM61,Caithness & Sutherland and Ross & Cromarty,618.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001052,Beauly and Strathglass,UKM6201001,6243101.00,S30000030,Inverness and Nairn,UKM6201,62431.00,UKM62,Inverness & Nairn, Moray and Badenoch & Strathspey,624.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001053,Kirkhill,UKM6201002,6243102.00,S30000030,Inverness and Nairn,UKM6201,62431.00,UKM62,Inverness & Nairn, Moray and Badenoch & Strathspey,624.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001054,Scorguie,UKM6201003,6243103.00,S30000030,Inverness and Nairn,UKM6201,62431.00,UKM62,Inverness & Nairn, Moray and Badenoch & Strathspey,624.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001055,Muirtown,UKM6201004,6243104.00,S30000030,Inverness and Nairn,UKM6201,62431.00,UKM62,Inverness & Nairn, Moray and Badenoch & Strathspey,624.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
S31001056,Merkinch,UKM6201005,6243105.00,S30000030,Inverness and Nairn,UKM6201,62431.00,UKM62,Inverness & Nairn, Moray and Badenoch & Strathspey,624.00,UKM6,Highlands and Islands,6.00,UKM,Scotland
