LAU2011Level2Code,LAU2011Level2Name,EurostatLAU2011Level2Code,NRSoldLAU2011Level2Code,LAU2011Level1Code,LAU2011Level1Name,EurostatLAU2011Level1Code,NRSoldLAU2011Level1Code,NUTS2008Level3Code,NUTS2008Level3Name,NRSoldNUTS2008Level3Code,NUTS2008Level2Code,NUTS2008Level2Name,NRSoldNUTS2008Level2Code,NUTS2008Level1Code,NUTS2008Level1Name
S31000316,Redding and Westquarter,UKM2600029,2071229.00,S30000009,Falkirk,UKM2600,20712.00,UKM26,Falkirk,207.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000317,Darnrig,UKM2600030,2071230.00,S30000009,Falkirk,UKM2600,20712.00,UKM26,Falkirk,207.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000318,Reddingmuirhead, Brightons and Rumford,UKM2600031,2071231.00,S30000009,Falkirk,UKM2600,20712.00,UKM26,Falkirk,207.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000319,Avon,UKM2600032,2071232.00,S30000009,Falkirk,UKM2600,20712.00,UKM26,Falkirk,207.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000320,Rannoch and Atholl,UKM2701001,2081301.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000321,Pitlochry,UKM2701002,2081302.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000322,Rattray and Glenshee,UKM2701003,2081303.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000323,Alyth and Old Rattray,UKM2701004,2081304.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000324,Coupar Angus and Meigle,UKM2701005,2081305.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000325,Rosemount,UKM2701006,2081306.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000326,Blairgowrie,UKM2701007,2081307.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000327,Kinclaven and Clunie,UKM2701008,2081308.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000328,Strathtay and Dunkeld,UKM2701009,2081309.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000329,Breadalbane,UKM2701010,2081310.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000330,Comrie,UKM2701011,2081311.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000331,Crieff North,UKM2701012,2081312.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000332,Crieff South,UKM2701013,2081313.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000333,Strathord and Logiealmond,UKM2701014,2081314.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000334,Strathalmond,UKM2701015,2081315.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000335,Scone,UKM2701016,2081316.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000336,Dunsinnan,UKM2701017,2081317.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000337,East Carse,UKM2701018,2081318.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000338,Central Carse,UKM2701019,2081319.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000339,Barnhill and West Carse,UKM2701020,2081320.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000340,Pictstonhill,UKM2701021,2081321.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000341,North Inch,UKM2701022,2081322.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000342,Muirton,UKM2701023,2081323.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000343,North Muirton,UKM2701024,2081324.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000344,Hillyland,UKM2701025,2081325.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000345,Ruthven Park,UKM2701026,2081326.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000346,North Letham,UKM2701027,2081327.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000347,South Letham,UKM2701028,2081328.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000348,Wellshill,UKM2701029,2081329.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000349,Oakbank,UKM2701030,2081330.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000350,Craigie,UKM2701031,2081331.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000351,South Inch,UKM2701032,2081332.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000352,Moncreiffe and Friarton,UKM2701033,2081333.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000353,Earn,UKM2701034,2081334.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000354,Auchterarder Mid Earn,UKM2701035,2081335.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000355,Strathallan and Glendevon,UKM2701036,2081336.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000356,Auchterarder Craig Rossie,UKM2701037,2081337.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000357,Abernethy and Glenfarg,UKM2701038,2081338.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000358,Milnathort and North Kinross,UKM2701039,2081339.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000359,Kinross Town,UKM2701040,2081340.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000360,Kinross-shire,UKM2701041,2081341.00,S30000010,Perth and Kinross,UKM2701,20813.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000361,Bridge of Allan,UKM2702001,2081401.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000362,Logie,UKM2702002,2081402.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000363,Wallace,UKM2702003,2081403.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000364,Raploch,UKM2702004,2081404.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000365,Town Centre,UKM2702005,2081405.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000366,Argyll,UKM2702006,2081406.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000367,King's Park and Cambusbarron,UKM2702007,2081407.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000368,Torbrex,UKM2702008,2081408.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000369,Broomridge,UKM2702009,2081409.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000370,Borestone,UKM2702010,2081410.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000371,Bannockburn West,UKM2702011,2081411.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000372,Bannockburn East,UKM2702012,2081412.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000373,Polmaise,UKM2702013,2081413.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000374,Sauchenford,UKM2702014,2081414.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000375,Dunblane West,UKM2702015,2081415.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000376,Dunblane East,UKM2702016,2081416.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000377,Highland,UKM2702017,2081417.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000378,Teith,UKM2702018,2081418.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000379,Trossachs,UKM2702019,2081419.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000380,Campsies,UKM2702020,2081420.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000381,Strathendrick,UKM2702021,2081421.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000382,Blane Valley,UKM2702022,2081422.00,S30000011,Stirling,UKM2702,20814.00,UKM27,Perth & Kinross and Stirling,208.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000383,St Michael's,UKM2800001,2091501.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000384,Kingsfield,UKM2800002,2091502.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000385,Preston,UKM2800003,2091503.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000386,Boghall,UKM2800004,2091504.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000387,Oatridge,UKM2800005,2091505.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000388,Armadale West,UKM2800006,2091506.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000389,Armadale Central,UKM2800007,2091507.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000390,Easton,UKM2800008,2091508.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000391,Newland,UKM2800009,2091509.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000392,Durhamtoun,UKM2800010,2091510.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000393,Deans,UKM2800011,2091511.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000394,Knightsridge,UKM2800012,2091512.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000395,Ladywell,UKM2800013,2091513.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000396,Kirkton,UKM2800014,2091514.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000397,Carmondean,UKM2800015,2091515.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000398,Howden,UKM2800016,2091516.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000399,Craigshill,UKM2800017,2091517.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000400,Dedridge,UKM2800018,2091518.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000401,Murieston,UKM2800019,2091519.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000402,Polkemmet,UKM2800020,2091520.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000403,Croftmalloch,UKM2800021,2091521.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000404,Almond,UKM2800022,2091522.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000405,Blackburn,UKM2800023,2091523.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000406,Houstoun,UKM2800024,2091524.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000407,Calderwood,UKM2800025,2091525.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000408,Middleton,UKM2800026,2091526.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000409,Strathbrock,UKM2800027,2091527.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000410,Fauldhouse,UKM2800028,2091528.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000411,Breich Valley,UKM2800029,2091529.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000412,Limefield,UKM2800030,2091530.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000413,East Calder,UKM2800031,2091531.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000414,Linhouse,UKM2800032,2091532.00,S30000012,West Lothian,UKM2800,20915.00,UKM28,West Lothian,209.00,UKM2,Eastern Scotland,2.00,UKM,Scotland
S31000415,Helensburgh East,UKM3101001,3101801.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000416,East Central Helensburgh,UKM3101002,3101802.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000417,Helensburgh Central,UKM3101003,3101803.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000418,Helensburgh North,UKM3101004,3101804.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000419,Helensburgh West,UKM3101005,3101805.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000420,West Helensburgh and Rhu,UKM3101006,3101806.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000421,Garelochhead and Cove,UKM3101007,3101807.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000422,Arrochar, Luss, Arden and Ardenconnel,UKM3101008,3101808.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000423,Roseneath, Clynder and Kilcreggan,UKM3101009,3101809.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000424,Cardross,UKM3101010,3101810.00,S30000013,Helensburgh and Lomond,UKM3101,31018.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000425,Whitecrook,UKM3102001,3101701.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000426,Dalmuir/Central,UKM3102002,3101702.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000427,Mountblow,UKM3102003,3101703.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000428,Parkhall,UKM3102004,3101704.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000429,Linnvale/Drumry,UKM3102005,3101705.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000430,Kilbowie,UKM3102006,3101706.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000431,Kilbowie West,UKM3102007,3101707.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000432,Faifley,UKM3102008,3101708.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000433,Hardgate,UKM3102009,3101709.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000434,Duntocher,UKM3102010,3101710.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000435,Bowling/Milton/Old Kilpatrick,UKM3102011,3101711.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000436,Dumbarton East,UKM3102012,3101712.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000437,Barloan/Overtoun,UKM3102013,3101713.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000438,Dumbarton  North,UKM3102014,3101714.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000439,Dumbarton Central,UKM3102015,3101715.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000440,Dumbarton West,UKM3102016,3101716.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000441,Renton/Alexandria South,UKM3102017,3101717.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000442,Alexandria North/Tullichewan,UKM3102018,3101718.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000443,Balloch,UKM3102019,3101719.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000444,Haldane/Kilmaronock/Jamestown,UKM3102020,3101720.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000445,Bonhill East,UKM3102021,3101721.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000446,Riverside,UKM3102022,3101722.00,S30000014,West Dunbartonshire,UKM3102,31017.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000447,Barloch,UKM3103001,3101601.00,S30000015,East Dunbartonshire,UKM3103,31016.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000448,Clober,UKM3103002,3101602.00,S30000015,East Dunbartonshire,UKM3103,31016.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000449,Keystone,UKM3103003,3101603.00,S30000015,East Dunbartonshire,UKM3103,31016.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
S31000450,Baljaffray/Mosshead,UKM3103004,3101604.00,S30000015,East Dunbartonshire,UKM3103,31016.00,UKM31,East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond,310.00,UKM3,South Western Scotland,3.00,UKM,Scotland
